Series Name,Series Code,Country Name,Country Code,2015 [YR2015]
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Nigeria,NGA,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,North America,NAC,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,North Macedonia,MKD,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Northern Mariana Islands,MNP,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Norway,NOR,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,OECD members,OED,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Oman,OMN,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Other small states,OSS,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Pacific island small states,PSS,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Pakistan,PAK,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Palau,PLW,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Panama,PAN,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Papua New Guinea,PNG,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Paraguay,PRY,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Peru,PER,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Philippines,PHL,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Poland,POL,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Portugal,PRT,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Post-demographic dividend,PST,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Pre-demographic dividend,PRE,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Puerto Rico,PRI,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Qatar,QAT,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Romania,ROU,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Russian Federation,RUS,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Rwanda,RWA,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Samoa,WSM,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,San Marino,SMR,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Sao Tome and Principe,STP,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Saudi Arabia,SAU,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Senegal,SEN,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Serbia,SRB,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Seychelles,SYC,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Sierra Leone,SLE,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Singapore,SGP,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Sint Maarten (Dutch part),SXM,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Slovak Republic,SVK,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Slovenia,SVN,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Small states,SST,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Solomon Islands,SLB,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Somalia,SOM,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,South Africa,ZAF,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,South Asia,SAS,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,South Asia (IDA & IBRD),TSA,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,South Sudan,SSD,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Spain,ESP,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Sri Lanka,LKA,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,St. Kitts and Nevis,KNA,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,St. Lucia,LCA,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,St. Martin (French part),MAF,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,St. Vincent and the Grenadines,VCT,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Sub-Saharan Africa,SSF,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Sub-Saharan Africa (excluding high income),SSA,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Sub-Saharan Africa (IDA & IBRD),TSS,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Sudan,SDN,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Suriname,SUR,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Sweden,SWE,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Switzerland,CHE,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Syrian Arab Republic,SYR,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Tajikistan,TJK,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Tanzania,TZA,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Thailand,THA,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Timor-Leste,TLS,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Togo,TGO,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Tonga,TON,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Trinidad and Tobago,TTO,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Tunisia,TUN,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Turkey,TUR,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Turkmenistan,TKM,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Turks and Caicos Islands,TCA,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Tuvalu,TUV,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Uganda,UGA,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Ukraine,UKR,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,United Arab Emirates,ARE,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,United Kingdom,GBR,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,United States,USA,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Upper middle income,UMC,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Uruguay,URY,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Uzbekistan,UZB,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Vanuatu,VUT,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,"Venezuela, RB",VEN,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Vietnam,VNM,1
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Virgin Islands (U.S.),VIR,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,West Bank and Gaza,PSE,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,World,WLD,..
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,"Yemen, Rep.",YEM,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Zambia,ZMB,0
The government administers 100% of maternity leave benefits (1=yes; 0=no),SH.MMR.LEVE.GT,Zimbabwe,ZWE,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Afghanistan,AFG,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Africa Eastern and Southern,AFE,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Africa Western and Central,AFW,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Albania,ALB,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Algeria,DZA,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,American Samoa,ASM,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Andorra,AND,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Angola,AGO,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Antigua and Barbuda,ATG,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Arab World,ARB,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Argentina,ARG,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Armenia,ARM,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Aruba,ABW,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Australia,AUS,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Austria,AUT,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Azerbaijan,AZE,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,"Bahamas, The",BHS,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Bahrain,BHR,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Bangladesh,BGD,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Barbados,BRB,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Belarus,BLR,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Belgium,BEL,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Belize,BLZ,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Benin,BEN,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Bermuda,BMU,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Bhutan,BTN,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Bolivia,BOL,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Bosnia and Herzegovina,BIH,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Botswana,BWA,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Brazil,BRA,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,British Virgin Islands,VGB,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Brunei Darussalam,BRN,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Bulgaria,BGR,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Burkina Faso,BFA,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Burundi,BDI,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Cabo Verde,CPV,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Cambodia,KHM,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Cameroon,CMR,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Canada,CAN,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Caribbean small states,CSS,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Cayman Islands,CYM,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Central African Republic,CAF,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Central Europe and the Baltics,CEB,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Chad,TCD,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Channel Islands,CHI,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Chile,CHL,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,China,CHN,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Colombia,COL,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Comoros,COM,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,"Congo, Dem. Rep.",COD,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,"Congo, Rep.",COG,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Costa Rica,CRI,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Cote d'Ivoire,CIV,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Croatia,HRV,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Cuba,CUB,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Curacao,CUW,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Cyprus,CYP,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Czech Republic,CZE,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Denmark,DNK,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Djibouti,DJI,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Dominica,DMA,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Dominican Republic,DOM,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Early-demographic dividend,EAR,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,East Asia & Pacific,EAS,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,East Asia & Pacific (excluding high income),EAP,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,East Asia & Pacific (IDA & IBRD),TEA,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Ecuador,ECU,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,"Egypt, Arab Rep.",EGY,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,El Salvador,SLV,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Equatorial Guinea,GNQ,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Eritrea,ERI,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Estonia,EST,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Eswatini,SWZ,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Ethiopia,ETH,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Euro area,EMU,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Europe & Central Asia,ECS,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Europe & Central Asia (excluding high income),ECA,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Europe & Central Asia (IDA & IBRD),TEC,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,European Union,EUU,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Faroe Islands,FRO,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Fiji,FJI,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Finland,FIN,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Fragile and conflict affected situations,FCS,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,France,FRA,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,French Polynesia,PYF,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Gabon,GAB,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,"Gambia, The",GMB,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Georgia,GEO,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Germany,DEU,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Ghana,GHA,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Gibraltar,GIB,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Greece,GRC,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Greenland,GRL,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Grenada,GRD,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Guam,GUM,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Guatemala,GTM,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Guinea,GIN,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Guinea-Bissau,GNB,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Guyana,GUY,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Haiti,HTI,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Heavily indebted poor countries (HIPC),HPC,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,High income,HIC,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Honduras,HND,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,"Hong Kong SAR, China",HKG,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Hungary,HUN,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,IBRD only,IBD,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Iceland,ISL,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,IDA & IBRD total,IBT,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,IDA blend,IDB,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,IDA only,IDX,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,IDA total,IDA,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,India,IND,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Indonesia,IDN,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,"Iran, Islamic Rep.",IRN,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Iraq,IRQ,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Ireland,IRL,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Isle of Man,IMN,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Israel,ISR,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Italy,ITA,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Jamaica,JAM,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Japan,JPN,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Jordan,JOR,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Kazakhstan,KAZ,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Kenya,KEN,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Kiribati,KIR,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,"Korea, Dem. People's Rep.",PRK,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,"Korea, Rep.",KOR,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Kosovo,XKX,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Kuwait,KWT,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Kyrgyz Republic,KGZ,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Lao PDR,LAO,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Late-demographic dividend,LTE,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Latin America & Caribbean,LCN,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Latin America & Caribbean (excluding high income),LAC,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Latin America & Caribbean (IDA & IBRD),TLA,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Latvia,LVA,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Least developed countries: UN classification,LDC,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Lebanon,LBN,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Lesotho,LSO,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Liberia,LBR,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Libya,LBY,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Liechtenstein,LIE,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Lithuania,LTU,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Low & middle income,LMY,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Low income,LIC,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Lower middle income,LMC,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Luxembourg,LUX,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,"Macao SAR, China",MAC,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Madagascar,MDG,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Malawi,MWI,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Malaysia,MYS,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Maldives,MDV,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Mali,MLI,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Malta,MLT,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Marshall Islands,MHL,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Mauritania,MRT,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Mauritius,MUS,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Mexico,MEX,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,"Micronesia, Fed. Sts.",FSM,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Middle East & North Africa,MEA,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Middle East & North Africa (excluding high income),MNA,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Middle East & North Africa (IDA & IBRD),TMN,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Middle income,MIC,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Moldova,MDA,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Monaco,MCO,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Mongolia,MNG,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Montenegro,MNE,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Morocco,MAR,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Mozambique,MOZ,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Myanmar,MMR,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Namibia,NAM,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Nauru,NRU,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Nepal,NPL,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Netherlands,NLD,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,New Caledonia,NCL,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,New Zealand,NZL,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Nicaragua,NIC,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Niger,NER,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Nigeria,NGA,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,North America,NAC,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,North Macedonia,MKD,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Northern Mariana Islands,MNP,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Norway,NOR,1
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,OECD members,OED,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Oman,OMN,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Other small states,OSS,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Pacific island small states,PSS,..
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Pakistan,PAK,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Palau,PLW,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Panama,PAN,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Papua New Guinea,PNG,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Paraguay,PRY,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Peru,PER,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Philippines,PHL,0
There is paid parental leave (1=yes; 0=no),SH.PAR.LEVE.AL,Poland,POL,1
